boardId,suggId,timestamp,suggestionText,type,grouping,studyType,topicTask,opened,suggestionsQueried
o9J_lwtLZY8=,-Mjf4NUj5NznuqKlC1yf,2021-09-15 20:11:01.666646,Road transport,Line,Line,On Board,COVID-19,0,0
o9J_lwtLZY8=,-Mjf5IKk5O9ZdccC1bL1,2021-09-15 20:15:02.948657,Psychological disorders,Note,Note,On Board,COVID-19,0,0
o9J_lwtLZY8=,-Mjf5IQM0RYH8VMvdAdZ,2021-09-15 20:15:02.948657,Pro-environmental behaviors,Note,Note,On Board,COVID-19,0,0
o9J_lwtLZY8=,-Mjf5UAZRk_38D7ko4ET,2021-09-15 20:15:51.456865,Water transport,Note,Note,On Board,COVID-19,0,0
o9J_lwtLZY8=,-Mjf5iOOfXTvgzxh02yI,2021-09-15 20:16:53.786092,Marine ecosystems,Line,Line,On Board,COVID-19,0,0
o9J_lx2--OQ=,-MjVaTPV7EddeTpShPzH,2021-09-13 19:19:47.592208,Space X reusable rocket development,Note,Note,On Board,Space Travel,1,1
o9J_lx2--OQ=,-MjVaTSwCQLtQha5wABl,2021-09-13 19:19:47.592208,Blue Origin sub-orbital space tourism,Note,Note,On Board,Space Travel,1,0
o9J_lx2--OQ=,-MjVafNmkj0ImnsQGsXu,2021-09-13 19:20:40.713752,Russian Federal Space Agency (Roskosmos),Topic Task,Topic Task,On Board,Space Travel,1,0
o9J_lx2--OQ=,-MjVafRI9kBsoeqAfnfh,2021-09-13 19:20:40.713752,China Aerospace Science and Technology Corportation,Topic Task,Topic Task,On Board,Space Travel,1,1
o9J_lx2--OQ=,-MjVafUZhYi8ah-KqUc5,2021-09-13 19:20:40.713752,European Space Agency,Topic Task,Topic Task,On Board,Space Travel,1,0
o9J_lx2--OQ=,-MjVcUbNMP4nFa08a9if,2021-09-13 19:28:36.803883,International Telecommunications Union,Cluster Title,Cluster,On Board,Space Travel,1,0
o9J_lx2--OQ=,-MjVcUfBN12qusEGu1zD,2021-09-13 19:28:36.803883,International Maritime Satellite Organization,Cluster Title,Cluster,On Board,Space Travel,1,0
o9J_lx2--OQ=,-MjVcknK0jQyTueJZUsA,2021-09-13 19:29:47.193178,NASA's Commercial Crew Program,Line,Line,On Board,Space Travel,1,0
o9J_lx2--OQ=,-MjVdbMKPgDCPnTcZdeH,2021-09-13 19:33:30.687041,Soviet space station Salyut,Cross-Pollination,Line,On Board,Space Travel,1,0
o9J_lx2--OQ=,-MjVdbQ3aHdZ1iPbXfLL,2021-09-13 19:33:30.687041,U.S space station Skylab,Cross-Pollination,Line,On Board,Space Travel,1,0
o9J_lx2--OQ=,-MjVdbTJNhuU18eiAYbW,2021-09-13 19:33:30.687041,China space station Tiangong-1,Cross-Pollination,Line,On Board,Space Travel,1,0
o9J_lx2--OQ=,-MjVdj0NqYQ63QFrch5l,2021-09-13 19:34:02.044432,International space station,Cross-Pollination,Line,On Board,Space Travel,1,0
o9J_lx2--OQ=,-MjVeQlSRA1e3arA9TTZ,2021-09-13 19:37:05.343394,Satellite communication homeland defense,Cluster Title,Cluster,On Board,Space Travel,1,0
o9J_lx2--OQ=,-MjVeQpOoOBEzwMywFPC,2021-09-13 19:37:05.343394,Mariner spacecraft,Cluster Title,Cluster,On Board,Space Travel,1,0
o9J_lx2--OQ=,-MjVeQstGM6jsMsdanFp,2021-09-13 19:37:05.343394,Space shuttle,Cluster Title,Cluster,On Board,Space Travel,1,0
o9J_lx2--OQ=,-MjVek_XGmr1-cJrlbeq,2021-09-13 19:38:30.603094,Climate Change rocket emissions,Topic Task,Topic Task,On Board,Space Travel,0,0
o9J_lx2--OQ=,-MjVekdHVvdg-Xl_u-5V,2021-09-13 19:38:30.603094,Space safety,Topic Task,Topic Task,On Board,Space Travel,0,0
o9J_lx2--OQ=,-MjVfDamvzP0LkhVAKac,2021-09-13 19:40:33.557470,Space hotels,Note,Note,On Board,Space Travel,0,0
o9J_lx2--OQ=,-MjVfDeTM10CcSbE1DOt,2021-09-13 19:40:33.557470,Asteroid mining,Note,Note,On Board,Space Travel,0,0
o9J_lx2--OQ=,-MjVh21NPjM8TpBCK07s,2021-09-13 19:48:30.456270,Class II Airman Medical Certification,Cluster Title,Cluster,On Board,Space Travel,1,1
o9J_lx2--OQ=,-MjVhCuZ_goIUJeF_iSG,2021-09-13 19:49:15.017903,Cybersecurity threats in space,Cross-Pollination,Line,On Board,Space Travel,0,0
o9J_lx2--OQ=,-MjVhmFDlIznQZBVH22M,2021-09-13 19:51:43.855453,Radiation exposure,Cluster Title,Cluster,On Board,Space Travel,1,1
o9J_lx2--OQ=,-MjVhmIfIqbnuOsAIni6,2021-09-13 19:51:43.855453,Excessive G-forces,Cluster Title,Cluster,On Board,Space Travel,1,1
o9J_lx2--OQ=,-MjVj5QZfNUjqruLYjjg,2021-09-13 19:57:28.663034,Space debris disposal,Cluster Title,Cluster,On Board,Space Travel,0,0
o9J_lx2--OQ=,-MjVj5TvCXpabFG2VRGl,2021-09-13 19:57:28.663034,Nuclear waste,Cluster Title,Cluster,On Board,Space Travel,0,0
o9J_lxP9EsE=,-MjVywEF-lTGgb_BOn3K,2021-09-13 21:06:41.166787,NASA,Note,Note,Sidebar,Space Travel,1,0
o9J_lxP9EsE=,-MjVywI2ZpLNwXTO7fAF,2021-09-13 21:06:41.166787,Space X,Note,Note,Sidebar,Space Travel,1,0
o9J_lxP9EsE=,-MjVywL_LqZ3NAcd-b4P,2021-09-13 21:06:41.166787,Virgin Galactic,Note,Note,Sidebar,Space Travel,1,0
o9J_lxP9EsE=,-MjVzBonrwO4DRL3j5Xi,2021-09-13 21:07:49.141440,Cold War,Note,Note,Sidebar,Space Travel,1,0
o9J_lxP9EsE=,-MjVzBsNRh5TL_pTIe1D,2021-09-13 21:07:49.141440,Space race,Note,Note,Sidebar,Space Travel,1,0
o9J_lxP9EsE=,-MjVzBw9N3LuKhyVv5Vx,2021-09-13 21:07:49.141440,International Space Station,Note,Note,Sidebar,Space Travel,1,0
o9J_lxP9EsE=,-MjVzMk57NI1AzDVTRlH,2021-09-13 21:08:33.882141,Space hotels,Note,Note,Sidebar,Space Travel,1,0
o9J_lxP9EsE=,-MjVzMnpXAXOl9KXX4k5,2021-09-13 21:08:33.882141,Asteroid mining,Note,Note,Sidebar,Space Travel,1,0
o9J_lxP9EsE=,-MjVzMrCV5gzsxFe7a-m,2021-09-13 21:08:33.882141,Artemis Program,Note,Note,Sidebar,Space Travel,1,0
o9J_lxP9EsE=,-MjVzxbXqyIXautNQKGc,2021-09-13 21:11:08.997355,Blue Origin,Note,Note,Sidebar,Space Travel,1,1
o9J_lxP9EsE=,-MjW13-pgO5_lgbuAx17,2021-09-13 21:20:19.471726,Aurora Station,Note,Note,Sidebar,Space Travel,1,0
o9J_lxP9EsE=,-MjW133GP_ynvnWd97lq,2021-09-13 21:20:19.471726,Bigelow Aerospace,Note,Note,Sidebar,Space Travel,1,0
o9J_lxP9EsE=,-MjW1EdUU82xffl25yeo,2021-09-13 21:21:07.119317,Climate Change rocket emissions,Note,Note,Sidebar,Space Travel,1,0
o9J_lxP9EsE=,-MjW1EhHkTZsWbN472LM,2021-09-13 21:21:07.119317,Climate Change ozone layer depletion,Note,Note,Sidebar,Space Travel,1,0
o9J_lxP9EsE=,-MjW1W9ZhAehgfzuoOqP,2021-09-13 21:22:18.870555,Outer Space Treaty,Note,Note,Sidebar,Space Travel,1,0
o9J_lxP9EsE=,-MjW5f1hzEWqA3vkivsw,2021-09-13 21:40:27.904566,NASA's Commercial Crew Program,Line,Line,Sidebar,Space Travel,1,0
o9J_lxP9EsE=,-MjW5hvl0eHiA9vmX84n,2021-09-13 21:40:39.755797,Space-based solar power,Note,Note,Sidebar,Space Travel,1,0
o9J_lxP9EsE=,-MjW5lDBvpCskL_2ODhS,2021-09-13 21:40:53.228379,Lunar economy,Note,Note,Sidebar,Space Travel,1,0
o9J_lxP9EsE=,-MjW7nOnq5RENMc68feB,2021-09-13 21:49:46.440137,The Wolf Amendment,Line,Line,Sidebar,Space Travel,1,0
o9J_lxP9EsE=,-MjW7nSMaPPTsLGoReJM,2021-09-13 21:49:46.440137,International Lunar Research Station,Line,Line,Sidebar,Space Travel,1,0
o9J_lxP9EsE=,-MjW8g_XT1d5Hnztdabl,2021-09-13 21:53:40.660125,Helium-3,Note,Note,Sidebar,Space Travel,0,0
o9J_lxPFjOs=,-MjWHwF9tYmJ4eq2okID,2021-09-13 22:34:04.125167,NASA's Commercial Crew Program,Note,Note,On Board,Space Travel,1,0
o9J_lxPFjOs=,-MjWHzBOnfKcNPrDEJ_t,2021-09-13 22:34:16.178755,Cold War,Note,Note,On Board,Space Travel,1,0
o9J_lxPFjOs=,-MjWHzF3PZqcn0ZYayAc,2021-09-13 22:34:16.178755,Space race,Note,Note,On Board,Space Travel,1,0
o9J_lxPFjOs=,-MjWID1x-wcR5V0hYCsi,2021-09-13 22:35:17.017333,European Space Agency,Topic Task,Topic Task,On Board,Space Travel,1,1
o9J_lxPFjOs=,-MjWID5TOBR4BVCOxTxe,2021-09-13 22:35:17.017333,Russian Federal Space Agency (Roskosmos),Topic Task,Topic Task,On Board,Space Travel,1,0
o9J_lxPFjOs=,-MjWID91wUGWxEQ_HfJv,2021-09-13 22:35:17.017333,China National Space Administration,Topic Task,Topic Task,On Board,Space Travel,1,1
o9J_lxPFjOs=,-MjWIiSu3A8T9lIMDi57,2021-09-13 22:37:29.804728,Space X reusable rocket development,Note,Note,On Board,Space Travel,1,1
o9J_lxPFjOs=,-MjWIiX76x-vxWoo5ENO,2021-09-13 22:37:29.804728,Virgin Galactic sub-orbital space tourism,Note,Note,On Board,Space Travel,1,1
o9J_lxPFjOs=,-MjWJFSLIfkLagF9dpyM,2021-09-13 22:39:49.043020,International Lunar Research Station,Line,Line,On Board,Space Travel,1,0
o9J_lxPFjOs=,-MjWK9PF9dlnBQqz56_5,2021-09-13 22:43:46.422112,Aurora Station,Cluster Title,Cluster,On Board,Space Travel,1,0
o9J_lxPFjOs=,-MjWK9STsKX9FW1AU2AG,2021-09-13 22:43:46.422112,Bigelow Aerospace,Cluster Title,Cluster,On Board,Space Travel,1,0
o9J_lxPFjOs=,-MjWKIFVDuBSNHsYkD9f,2021-09-13 22:44:22.650927,Artemis Program,Cross-Pollination,Line,On Board,Space Travel,1,1
o9J_lxPFjOs=,-MjWK_7FScZrwMaP-kfX,2021-09-13 22:45:35.845195,Climate change rocket emissions,Topic Task,Topic Task,On Board,Space Travel,1,0
o9J_lxPFjOs=,-MjWK_BJ9_3Zg5bMM4_A,2021-09-13 22:45:35.845195,Space safety,Topic Task,Topic Task,On Board,Space Travel,1,1
o9J_lxPFjOs=,-MjWLt3-LYvtZZ7_2bbR,2021-09-13 22:51:19.632923,International Maritime Satellite Organization,Cross-Pollination,Line,On Board,Space Travel,1,0
o9J_lxPFjOs=,-MjWLt6kYXee836dUZFb,2021-09-13 22:51:19.632923,International Telecommunications Union,Cross-Pollination,Line,On Board,Space Travel,1,1
o9J_lxPFjOs=,-MjWLtCeOy4VjnSBhGrr,2021-09-13 22:51:19.632923,Outer Space Treaty,Cross-Pollination,Line,On Board,Space Travel,1,1
o9J_lxPFjOs=,-MjWMSTXVwJGlHbS2c6W,2021-09-13 22:53:48.796094,Class II Airman Medical Certification,Note,Note,On Board,Space Travel,1,0
o9J_lxPFjOs=,-MjWMSX0cyy5f707TuFL,2021-09-13 22:53:48.796094,Radiation exposure,Note,Note,On Board,Space Travel,1,0
o9J_lxPFjOs=,-MjWMS_bpKAC1D3E2lvw,2021-09-13 22:53:48.796094,Excessive G-forces,Note,Note,On Board,Space Travel,1,0
o9J_lxPFjOs=,-MjWNRcJCMqh7HTAtoeZ,2021-09-13 22:58:07.465385,The Wolf Amendment,Cross-Pollination,Line,On Board,Space Travel,1,1
o9J_lxPFjOs=,-MjWNe5X-Onztp7GaUqa,2021-09-13 22:59:02.656198,International Space Station,Cluster,Cluster,On Board,Space Travel,1,0
o9J_lxPFjOs=,-MjWO5SDsrj0ZyuZwEo3,2021-09-13 23:00:58.787660,U.S Space Launch Competitiveness Act,Cross-Pollination,Line,On Board,Space Travel,1,0
o9J_lxPFjOs=,-MjWOFwV6uUEa6OV20Xg,2021-09-13 23:01:41.750225,Space hotels,Note,Note,On Board,Space Travel,1,1
o9J_lxPFjOs=,-MjWOP0KMtLUtgJg28wr,2021-09-13 23:02:18.936439,Federal Aviation Administration (FAA),Topic Task,Topic Task,On Board,Space Travel,1,0
o9J_lxPFjOs=,-MjWOP4EbE3TvZcsQcCL,2021-09-13 23:02:18.936439,National Environmental Policy and Clean Air,Topic Task,Topic Task,On Board,Space Travel,1,0
o9J_lxPFjOs=,-MjWP5vjiLIkcYcNaCDm,2021-09-13 23:05:22.893470,Asteroid mining,Topic Task,Topic Task,On Board,Space Travel,1,0
o9J_lxPFjOs=,-MjWP5zdTdgEXsnOe-BQ,2021-09-13 23:05:22.893470,Space-based solar power,Topic Task,Topic Task,On Board,Space Travel,1,1
o9J_lxTWUZI=,-Mj_TMs3OkpJZTtvuPAE,2021-09-14 18:02:29.728616,NASA's Commercial Crew Program,Note,Note,On Board,Space Travel,1,0
o9J_lxTWUZI=,-Mj_TMvg8eEJCpGoJzdV,2021-09-14 18:02:29.728616,European Space Agency,Note,Note,On Board,Space Travel,1,0
o9J_lxTWUZI=,-Mj_TMz4v6Vx9oH1Am6R,2021-09-14 18:02:29.728616,China Aerospace Science and Technology Corportation,Note,Note,On Board,Space Travel,1,0
o9J_lxTWUZI=,-Mj_UxcZtRxTPOO5ms7u,2021-09-14 18:09:26.532934,Space shuttle,Cluster Title,Cluster,On Board,Space Travel,1,1
o9J_lxTWUZI=,-Mj_Uxg--OYH_Snc_oAg,2021-09-14 18:09:26.532934,Space rocket,Cluster Title,Cluster,On Board,Space Travel,1,1
o9J_lxTWUZI=,-Mj_V4AkI2RIHIVyD9uc,2021-09-14 18:09:57.457767,Virgin Galactic,Cluster Title,Cluster,On Board,Space Travel,1,1
o9J_lxTWUZI=,-Mj_V4EINKtDV2-MoxYd,2021-09-14 18:09:57.457767,Blue Origin,Cluster Title,Cluster,On Board,Space Travel,1,1
o9J_lxTWUZI=,-Mj_Vm7m2WvNZFPDXPAO,2021-09-14 18:13:01.592128,Asteroid mining,Cluster Title,Cluster,On Board,Space Travel,0,0
o9J_lxTWUZI=,-Mj_VmB7R08U3wrhXJQa,2021-09-14 18:13:01.592128,Artemis program,Cluster Title,Cluster,On Board,Space Travel,0,0
o9J_lxTWUZI=,-Mj_Vq6vYeXgJe7dZnDB,2021-09-14 18:13:17.930740,International Space Station,Cluster Title,Cluster,On Board,Space Travel,0,0
o9J_lxTWUZI=,-Mj_XHL3PRWDhKPBVpIm,2021-09-14 18:19:35.655096,Space X reusable rocket,Cross-Pollination,Line,On Board,Space Travel,1,1
o9J_lxTWUZI=,-Mj_Xu6srfrdJfjSCfj9,2021-09-14 18:22:18.589499,Soviet Union,Cluster Title,Cluster,On Board,Space Travel,0,0
o9J_lxTWUZI=,-Mj_YYP5TZbcF9EFKvvb,2021-09-14 18:25:07.683496,Class II Airman Medical Certification,Cluster Title,Cluster,On Board,Space Travel,0,0
o9J_lxTWUZI=,-Mj_YyZmOrWnKhw_Hecu,2021-09-14 18:26:58.961115,Nazi Germany,Cluster Title,Cluster,On Board,Space Travel,0,0
o9J_lxTWUZI=,-Mj_Z84mT-L_eEodl62P,2021-09-14 18:27:42.038574,Explorer 1,Cluster Title,Cluster,On Board,Space Travel,0,0
o9J_lxTWUZI=,-Mj__qpx5Pj0uzksXP5z,2021-09-14 18:35:11.584637,test,Note,Note,On Board,Space Travel,1,0
o9J_lxTWUZI=,-Mj_aIbGtHCM633QjrMb,2021-09-14 18:37:09.436356,Space rocket,Cluster Title,Cluster,On Board,Space Travel,1,1
o9J_lxTWUZI=,-Mj_aIelErTEMaX8oot4,2021-09-14 18:37:09.436356,Space shuttle,Cluster Title,Cluster,On Board,Space Travel,1,1
o9J_lxTWUZI=,-Mj_aWmQp2NsNZ5EAxu9,2021-09-14 18:38:07.495489,Space X reusable rocket,Cross-Pollination,Line,On Board,Space Travel,1,1
o9J_lxTWUZI=,-Mj_ab_QQ6Jd9feUTTWP,2021-09-14 18:38:31.233157,Virgin Galactic,Cluster Title,Cluster,On Board,Space Travel,1,1
o9J_lxTWUZI=,-Mj_abckpG1wRkGuXVFd,2021-09-14 18:38:31.233157,Blue Origin,Cluster Title,Cluster,On Board,Space Travel,1,1
o9J_lxTWUZI=,-Mj_aq9Dlxa8DIeHx61r,2021-09-14 18:39:30.932448,Sub-orbital space tourism,Cross-Pollination,Line,On Board,Space Travel,0,0
o9J_lxTWUZI=,-Mj_aqCnSF-O9UXfS4kL,2021-09-14 18:39:30.932448,Asteroid mining,Cross-Pollination,Line,On Board,Space Travel,0,0
o9J_lxTWUZI=,-Mj_aqGpdFEsJ3OIY8ul,2021-09-14 18:39:30.932448,Artemis Program,Cross-Pollination,Line,On Board,Space Travel,0,0
o9J_lxTWUZI=,-Mj_bCgf-AX52ZmA5fze,2021-09-14 18:41:07.343009,Space shuttle,Cluster Title,Cluster,On Board,Space Travel,1,1
o9J_lxTWUZI=,-Mj_bCkBCy-KdulwtAr7,2021-09-14 18:41:07.343009,Space rocket,Cluster Title,Cluster,On Board,Space Travel,1,1
o9J_lxTWUZI=,-Mj_blqXraooERd5bZ-f,2021-09-14 18:43:35.424698,Climate change rocket emissions,Note,Note,On Board,Space Travel,0,0
o9J_lxTWUZI=,-Mj_bozZn1FnnNVH-HVz,2021-09-14 18:43:48.285560,Climate Change rocket emissions,Note,Note,On Board,Space Travel,0,0
o9J_lxTWUZI=,-Mj_c3H1zES5y2kqw5uD,2021-09-14 18:44:50.902236,Climate change rocket emissions,Note,Note,On Board,Space Travel,0,0
o9J_lxTWUZI=,-Mj_cS_ybjGIPJX1FPAW,2021-09-14 18:46:34.593461,Climate change rocket emissions,Note,Note,On Board,Space Travel,0,0
o9J_lxTWUZI=,-Mj_ccU7WFFpxXrs5BvF,2021-09-14 18:47:19.215845,test,Cluster,Cluster,On Board,Space Travel,0,0
o9J_lxTWUZI=,-Mj_d76M8ymOwtz1RoCd,2021-09-14 18:49:28.766848,Climate Change,Note,Note,On Board,Space Travel,0,0
o9J_lxTWUZI=,-Mj_dCugYe4ry0T_vnqF,2021-09-14 18:49:52.531037,test,Cluster Title,Cluster,On Board,Space Travel,0,0
o9J_lxTWUZI=,-Mj_dNnHyQUhN3PRAhaf,2021-09-14 18:50:37.112065,Climate Change rocket emissions,Note,Note,On Board,Space Travel,0,0
o9J_lxTWUZI=,-Mj_de1liAo-bKk9XWwG,2021-09-14 18:51:47.732757,test,Note,Note,On Board,Space Travel,0,0
o9J_lxTWUZI=,-Mj_dmKlWXQLD3Sb0lGz,2021-09-14 18:52:21.721509,Climate change rocket emissions,Note,Note,On Board,Space Travel,1,0
o9J_lxTWUZI=,-Mj_dp4Mm-sOcF5WTsXk,2021-09-14 18:52:32.945077,Outer Space Treaty,Note,Note,On Board,Space Travel,1,0
o9J_lxTWUZI=,-Mj_f4tpu_hO8WbyJcuK,2021-09-14 18:58:03.989918,The Wolf Amendment,Cross-Pollination,Line,On Board,Space Travel,0,0
o9J_lxTWUZI=,-Mj_fCDjjP8RFxCa1VHo,2021-09-14 18:58:33.991011,Russian Federal Space Agency (Roskosmos),Cluster Title,Cluster,On Board,Space Travel,0,0
o9J_lxTWUZI=,-Mj_fCHDolMdQIlo3SQN,2021-09-14 18:58:33.991011,China Aerospace Science and Technology Corportation,Cluster Title,Cluster,On Board,Space Travel,0,0
o9J_lxTWUZI=,-Mj_fCKcfJELJak6CaVF,2021-09-14 18:58:33.991011,Japan Aerospace Exploration Agency,Cluster Title,Cluster,On Board,Space Travel,0,0
o9J_lxTWUZI=,-Mj_fRt9aY13WY3xwolD,2021-09-14 18:59:38.145908,Space hotels,Cluster Title,Cluster,On Board,Space Travel,0,0
o9J_lxTWUZI=,-Mj_fRwYWZjMaGtkb8h4,2021-09-14 18:59:38.145908,Space-based solar power,Cluster Title,Cluster,On Board,Space Travel,0,0
o9J_lxTWUZI=,-Mj_fZlT8tvwXm98kTMB,2021-09-14 19:00:10.406988,Satellite communication,Note,Note,On Board,Space Travel,0,0
o9J_ly0SnkM=,-MiwCxjHMbXKLXhJ6RWa,2021-09-06 17:46:22.489677,Organic and inorganic pollutants,Topic Task,Topic Task,Sidebar,COVID-19,1,1
o9J_ly0SnkM=,-MiwCxms-LuuK-koflxk,2021-09-06 17:46:22.489677,Tourism,Topic Task,Topic Task,Sidebar,COVID-19,1,1
o9J_ly0SnkM=,-MiwCxqPJI7kOi999l-K,2021-09-06 17:46:22.489677,Biomedical waste,Topic Task,Topic Task,Sidebar,COVID-19,1,1
o9J_ly0SnkM=,-MiwEgMiWCPYLg5uqSii,2021-09-06 17:53:55.639700,Biodiversity,Note,Note,Sidebar,COVID-19,1,1
o9J_ly0SnkM=,-MiwEgQTIJw0wNxmlVQQ,2021-09-06 17:53:55.639700,Reduced boat disturbance,Note,Note,Sidebar,COVID-19,1,1
o9J_ly0SnkM=,-MiwEvKfpbZ8jbcit88i,2021-09-06 17:54:56.950119,Wildlife conservation and management,Note,Note,Sidebar,COVID-19,1,1
o9J_ly0SnkM=,-MiwEvOGhBNQ9zhY-VdT,2021-09-06 17:54:56.950119,Invasive alien species,Note,Note,Sidebar,COVID-19,1,1
o9J_ly0SnkM=,-MiwFUvP5Uoz4m2hSvEu,2021-09-06 17:57:26.818236,Ozone spikes,Line,Line,Sidebar,COVID-19,1,1
o9J_ly0SnkM=,-MiwFUyrD_6MmpK_lnDj,2021-09-06 17:57:26.818236,CO2,Line,Line,Sidebar,COVID-19,1,1
o9J_ly0SnkM=,-MiwFV0u9Y4GNzKEiBw-,2021-09-06 17:57:26.818236,NO2,Line,Line,Sidebar,COVID-19,1,0
o9J_ly0SnkM=,-MiwH1TXxIJHJyT2_uyu,2021-09-06 18:04:10.486095,Waste management policies,Note,Note,Sidebar,COVID-19,1,0
o9J_ly0SnkM=,-MiwH1WpfNeteZlq7A7I,2021-09-06 18:04:10.486095,Essential waste workers,Note,Note,Sidebar,COVID-19,1,0
o9J_ly0SnkM=,-MiwJ2vN3q1uaBvEdWee,2021-09-06 18:13:00.701953,Road transport,Cluster,Cluster,Sidebar,COVID-19,1,0
o9J_ly0SnkM=,-MiwJ2yi3exA6_mYKb3G,2021-09-06 18:13:00.701953,Bike sales,Cluster,Cluster,Sidebar,COVID-19,1,1
o9J_ly0SnkM=,-MiwJiXKfcMYn1LQxAKu,2021-09-06 18:15:55.235883,Cold chain,Topic Task,Topic Task,Sidebar,COVID-19,1,1
o9J_ly0SnkM=,-MiwJiaGgTymHwrGwRZz,2021-09-06 18:15:55.235883,Pharmaceutical transport,Topic Task,Topic Task,Sidebar,COVID-19,1,0
o9J_ly0SnkM=,-MiwJieVhr2_oM30KAJF,2021-09-06 18:15:55.235883,Business Act On Climate Pledge,Topic Task,Topic Task,Sidebar,COVID-19,1,1
o9J_ly0SnkM=,-MiwKLxH6mE8nK0xCEbE,2021-09-06 18:18:40.791115,Ecotourism,Line,Line,Sidebar,COVID-19,1,0
o9J_ly0SnkM=,-MiwKM0-nf3O7Myj0sv0,2021-09-06 18:18:40.791115,Sustainable development goals,Line,Line,Sidebar,COVID-19,1,0
o9J_ly0SnkM=,-MiwM3J4jVZBENYFJJXI,2021-09-06 18:26:08.716619,Environmental racism,Note,Note,Sidebar,COVID-19,1,0
o9J_ly0SnkM=,-MiwMBDSk6jC7hVlDCKg,2021-09-06 18:26:41.135713,Indigenous people,Note,Note,Sidebar,COVID-19,1,0
o9J_ly0SnkM=,-MiwMBH2beuqchpbDqYi,2021-09-06 18:26:41.135713,Heritage conservation,Note,Note,Sidebar,COVID-19,1,0
o9J_ly0Snnk=,-Miw_Lc3Z16p23e3vqbi,2021-09-06 19:28:33.744215,Space race,Topic Task,Topic Task,Sidebar,Space Travel,1,0
o9J_ly0Snnk=,-Miw_LflB6KMMiB74zVH,2021-09-06 19:28:33.744215,Space X reusable rocket development,Topic Task,Topic Task,Sidebar,Space Travel,1,0
o9J_ly0Snnk=,-Miw_LjAewspbn8bAdU5,2021-09-06 19:28:33.744215,International Space Station,Topic Task,Topic Task,Sidebar,Space Travel,1,0
o9J_ly0Snnk=,-Miwa7KN_zr7AuVOoD_w,2021-09-06 19:31:57.342935,Blue Origin sub-orbital space tourism,Note,Note,Sidebar,Space Travel,1,0
o9J_ly0Snnk=,-Miwa7NgWElw1TQm9Dqh,2021-09-06 19:31:57.342935,Virgin Galactic sub-orbital space tourism,Note,Note,Sidebar,Space Travel,1,0
o9J_ly0Snnk=,-Miwam-_5VbAPAWu84cD,2021-09-06 19:34:48.049834,NASA's Commercial Crew Program,Note,Note,Sidebar,Space Travel,1,0
o9J_ly0Snnk=,-Miwam3LvQ7XZ3J1t382,2021-09-06 19:34:48.049834,Space exploration lost political support,Note,Note,Sidebar,Space Travel,1,1
o9J_ly0Snnk=,-MiwdLA_s2GFNTVs_D39,2021-09-06 19:46:00.499758,Moon Race,Note,Note,Sidebar,Space Travel,1,0
o9J_ly0Snnk=,-MiwdLFNbGyxi7ERsQXi,2021-09-06 19:46:00.499758,Artemis Program,Note,Note,Sidebar,Space Travel,1,1
o9J_ly0Snnk=,-MiwdLIdGr06CtBwF4A-,2021-09-06 19:46:00.499758,Artemis Program Lunar economy,Note,Note,Sidebar,Space Travel,1,1
o9J_ly0Snnk=,-Miwdt0dDIQCfWNnpiPb,2021-09-06 19:48:23.226903,China Aerospace Science and Technology Corportation,Note,Note,Sidebar,Space Travel,1,0
o9J_ly0Snnk=,-Miwdt4H-JCxm_SETNUK,2021-09-06 19:48:23.226903,China space station Tiangong-1,Note,Note,Sidebar,Space Travel,1,0
o9J_ly0Snnk=,-Miwe6RdiQoxKjV-_KWw,2021-09-06 19:49:22.300187,Aurora Station,Cluster Title,Cluster,Sidebar,Space Travel,1,0
o9J_ly0Snnk=,-Miwe6V7IjdJfl5e7aDp,2021-09-06 19:49:22.300187,Bigelow Aerospace,Cluster Title,Cluster,Sidebar,Space Travel,1,0
o9J_ly0Snnk=,-MiweQE0JOsBCRj0q2yX,2021-09-06 19:50:43.342315,International Telecommunications Union,Line,Line,Sidebar,Space Travel,1,0
o9J_ly0Snnk=,-MiweQHJGDItWarjkJJH,2021-09-06 19:50:43.342315,International Telecommunications Satellite Consortium,Line,Line,Sidebar,Space Travel,1,1
o9J_ly0Snnk=,-MiwfhL5INvGHMO-5owG,2021-09-06 19:56:19.678154,Space safety,Note,Note,Sidebar,Space Travel,1,0
o9J_ly0Snnk=,-MiwgDBQ7_PSKpmVQRlk,2021-09-06 19:58:34.225399,International Lunar Research Station,Cluster Title,Cluster,Sidebar,Space Travel,1,0
o9J_ly0Snnk=,-MiwgRFPZ6Bkfd6Kv4uQ,2021-09-06 19:59:31.831770,Climate Change,Topic Task,Topic Task,Sidebar,Space Travel,1,0
o9J_ly0Snnk=,-MiwhYVqb9rzVRMRKszk,2021-09-06 20:04:23.696995,Space-based solar power,Cluster Title,Cluster,Sidebar,Space Travel,1,1
o9J_ly0Snnk=,-MiwhfVL0NEht0v7-4Xq,2021-09-06 20:04:56.409536,Outer Space Treaty,Topic Task,Topic Task,Sidebar,Space Travel,1,0
o9J_ly0Snnk=,-MiwiLOb9-2-Vz6390kU,2021-09-06 20:07:52.126949,FAA Recommended Practices,Note,Note,Sidebar,Space Travel,1,1
o9J_ly0Snnk=,-MiwioMx-mbKrEHYfVRI,2021-09-06 20:09:54.107406,The Wolf Amendment,Note,Note,Sidebar,Space Travel,1,1
